,Board Game Rank,Title,Year,Description,Geek Rating,Avg Rating,Num Voters,Num Players Min,Num Players Max,Best Num Players Min,Best Num Players Max,Playtime Min,Playtime Max,Player Min Age,Language Dependence,Weight,Category,Designer
4612,4613,Africa,2001,Explore the continent of Africa and create sets to score victory points.,5.717,5.99,1285,2,5,3,4,60,60,10,No necessary in-game text,1.75,Family ,Reiner Knizia
4613,4614,Submarine,1976,Detailed hidden-movement tactical simulation game of submarine warfare in WWII.,5.717,6.51,516,1,6,2,2,180,180,12,Moderate in-game text - needs crib sheet or paste ups,3.2567567567567566,War ,J. Stephen Peek
4614,4615,Funfair,2021,Theme park designers compete to build attractions for the best family day out!,5.717,7.77,176,2,4,,,30,60,14,(no votes),2,,Joel Finch
4615,4616,Blitz! A World in Conflict,2015,"Army-level adaptation of award-winning global World War II wargame “World in Flames""",5.717,7.81,205,1,5,2,2,30,480,12,(no votes),3.3548387096774195,War ,Dave LeLacheur
4616,4617,Aliens: This Time It's War,2010,"On LV-426, battle as the Colonial Marines or the spinal-horned xenos.",5.717,7.54,200,2,2,2,2,45,45,18,Moderate in-game text - needs crib sheet or paste ups,1.8333333333333333,Thematic,Mark Chaplin
4617,4618,Breakaway Rider,1963,Competitors fight to hold the yellow jersey in a cycling race!,5.717,6.19,764,2,6,4,6,20,20,8,No necessary in-game text,1.2772277227722773,Family ,Pierre Jacquot
4618,4619,Fallschirmjaeger: The Airborne Assault on Fortress Holland,2001,,5.717,7.80,176,2,2,2,2,360,360,12,Moderate in-game text - needs crib sheet or paste ups,3.0434782608695654,War ,Dean Essig
4619,4620,RAN,2007,,5.717,7.38,211,2,4,2,2,240,240,12,Some necessary text - easily memorized or small crib sheet,3.7105263157894739,War ,Richard H. Berg
4620,4621,Haste Worte?,1997,,5.716,6.88,314,3,8,4,5,30,30,8,Extensive use of text - massive conversion needed to be playable,1.4444444444444444,Party ,Michael Kiesling
4621,4622,Space Marine Adventures: Labyrinth of the Necrons,2018,,5.716,7.08,295,1,4,1,2,30,30,8,(no votes),1.8,,
4622,4623,We're Doomed!,2019,"Work together to create an escape rocket, just make sure you have a seat!",5.716,6.60,479,4,10,7,7,15,15,13,Extensive use of text - massive conversion needed to be playable,1.2222222222222223,,Mike Horton
4623,4624,Kayanak,1999,Pick holes in the ice and pull out some fish.,5.716,6.42,484,2,4,,,15,15,4,No necessary in-game text,1.2083333333333333,Children's ,Peter-Paul Joopen
4624,4625,Bobby Lee: The Civil War in Virginia 1861-1865,1993,,5.716,6.75,340,2,2,2,2,240,240,12,Some necessary text - easily memorized or small crib sheet,2.9591836734693877,War ,Tom Dalgliesh
4625,4626,Clash of Rage,2018,,5.716,7.51,262,1,4,3,4,45,90,14,(no votes),2.3333333333333335,,Fr\u00e9d\u00e9ric Gu\u00e9rard
4626,4627,Port Royal: Unterwegs!,2016,,5.716,6.56,411,2,4,,,15,30,8,(no votes),1.1428571428571428,,Alexander Pfister
4627,4628,Conflict of Heroes: Awakening the Bear – Operation Barbarossa 1941,Third Edition,,5.716,8.46,148,2,4,2,2,60,240,12,(no votes),3.1428571428571428,War ,Uwe Eickert
4628,4629,1825 Unit 1,1995,,5.716,6.84,288,2,5,4,4,180,180,14,No necessary in-game text,3.5833333333333335,Strategy ,Francis Tresham
4629,4630,The Kaiser's Pirates,2007,,5.716,6.45,534,1,4,3,3,90,90,9,Moderate in-game text - needs crib sheet or paste ups,2.2911392405063293,War  | Strategy ,James M. Day
4630,4631,Star Trek: The Adventure Game,1985,"Captain, can you explore the galaxy as either a Klingon or Federation commander?",5.716,6.89,305,1,2,2,2,120,120,10,Unplayable in another language,2.28125,War  | Thematic,Greg Costikyan
4631,4632,Star Trek: Starship Tactical Combat Simulator,1983,Fast-paced and detailed simulation of Star Trek starship combat.,5.716,6.72,420,2,6,2,4,30,120,10,Moderate in-game text - needs crib sheet or paste ups,2.875,War ,Forest Brown
4632,4633,Founding Fathers,2007,Politicians cooperate and compete to solve issues and get elected in antebellum USA.,5.716,7.88,169,3,6,5,5,180,180,12,Extensive use of text - massive conversion needed to be playable,2.9375,Thematic,Rick Heli
4633,4634,Hack Trick,2015,,5.716,6.44,536,2,4,2,2,15,25,10,No necessary in-game text,1.4210526315789473,Abstract  | Family ,J\u00f3zsef Dorsonczky
4634,4635,Jurassic Park: Danger!,2018,Alan Grant and friends run and hide from a pack of Dinosaurs who try to eat them.,5.716,6.37,721,2,5,4,4,50,50,10,Some necessary text - easily memorized or small crib sheet,2.0909090909090908,Strategy ,Forrest-Pruzan Creative
4635,4636,Loop Inc.,2015,Travel back in time and risk paradox to expand your time travel franchise.,5.715,6.40,503,2,4,,,20,40,13,Some necessary text - easily memorized or small crib sheet,2.5,,Scott Almes
4636,4637,Micro Robots,2016,,5.715,6.32,605,2,99,4,4,20,20,8,No necessary in-game text,1.7222222222222223,,Andreas Kuhnekath
4637,4638,U.S. Telegraph,2018,,5.715,6.98,285,2,4,2,2,45,60,10,No necessary in-game text,1.7,,Marcel-Andr\u00e9 Casasola Merkle
4638,4639,Trollhalla,2011,,5.715,6.62,401,2,4,3,3,60,60,8,No necessary in-game text,2.0222222222222221,Family ,Alf Seegert
4639,4640,The Gnomes of Zavandor,2011,,5.715,6.53,437,2,4,3,3,60,90,10,No necessary in-game text,2.5789473684210527,Strategy ,Torsten Landsvogt
4640,4641,Lee vs. Grant: The Wilderness Campaign of 1864,1988,,5.715,7.11,268,2,2,2,2,120,120,12,Moderate in-game text - needs crib sheet or paste ups,3.125,War ,Joseph M. Balkoski
4641,4642,DC Deck-Building Game: Rebirth,2019,Power up your team of heroes to intercept super-villains and protect key locations.,5.715,7.39,234,1,4,2,2,45,90,15,(no votes),3,,Matt Hyra
4642,4643,"Warhammer 40,000",Sixth Edition,,5.715,6.66,377,2,12,,,120,120,12,Extensive use of text - massive conversion needed to be playable,3.4838709677419355,War ,Adam Troke
4643,4644,Dystopian Wars,2010,,5.715,7.24,234,2,4,2,2,120,240,12,Moderate in-game text - needs crib sheet or paste ups,3.125,War ,Neil Fawcett
4644,4645,Hoot Owl Hoot!,2010,Help all the owls reach the nest before the sunrise in this co-operative game.,5.715,6.48,521,2,4,,,15,15,4,No necessary in-game text,1,Children's ,Susan McKinley Ross
4645,4646,Pyramix,2014,"Pull the pyramid apart for points, but watch out for the cobra!",5.715,6.38,537,2,4,,,15,15,8,No necessary in-game text,1.2777777777777777,Abstract ,Tim Roediger
4646,4647,"I, Spy",2015,,5.715,7.24,244,2,4,,,90,90,13,Moderate in-game text - needs crib sheet or paste ups,3.1428571428571428,Strategy ,C. Simon Reid
4647,4648,Gwent: Nilfgaard and Northern Realms,2016,,5.714,6.74,398,2,2,2,2,5,30,14,Some necessary text - easily memorized or small crib sheet,1.7,,Damien Monnier
4648,4649,Corsair Leader,2005,Let's plan your squad to fulfill the mission!,5.714,7.63,215,1,6,1,1,45,120,12,Extensive use of text - massive conversion needed to be playable,2.4210526315789473,War ,Dan Verssen
4649,4650,Chronicles of Frost,2018,Journey the land of Valskyrr and complete quests to become the most legendary hero!,5.714,7.29,227,1,4,1,2,60,80,12,Some necessary text - easily memorized or small crib sheet,2.25,,B\u0142a\u017cej Kubacki
4650,4651,Frosthaven,2021,Adventure in the frozen north and build up your outpost throughout an epic campaign.,5.714,7.35,368,1,4,3,3,30,120,14,Extensive use of text - massive conversion needed to be playable,3.4166666666666665,Strategy ,Isaac Childres
4651,4652,Maya,2003,,5.714,6.29,591,3,5,3,5,90,90,9,No necessary in-game text,2.5,Strategy ,Bernd Eisenstein
4652,4653,Astra Titanus,2010,,5.714,7.17,242,1,1,1,1,45,45,13,Some necessary text - easily memorized or small crib sheet,2.1388888888888888,War ,Chris Taylor (I)
4653,4654,Andor: The Family Fantasy Game,2020,A band of young adventurers roams Andor to fulfil quests in order to save wolf cubs.,5.714,7.60,208,2,4,4,4,30,45,7,Extensive use of text - massive conversion needed to be playable,1.9230769230769231,Children's  | Family ,Inka Brand
4654,4655,Piratenbillard,1959,,5.714,6.57,390,2,4,4,4,15,15,8,(no votes),1.25,,Reinhold Wittig
4655,4656,Warhammer Quest: Shadows Over Hammerhal,2017,,5.714,7.86,211,2,5,5,5,60,120,0,Extensive use of text - massive conversion needed to be playable,2,,
4656,4657,Medioevo Universale,2018,Players will lead one of the great medieval Kingdoms of the thirteenth century.,5.714,7.70,287,3,6,6,6,120,300,14,Extensive use of text - massive conversion needed to be playable,3.3333333333333335,Strategy ,Paolo Bertollo
4657,4658,Skyline 3000,2009,Corporations compete to construct buildings to dominate the regions of a future city.,5.714,6.31,587,2,4,4,4,60,60,10,No necessary in-game text,2.3809523809523809,Strategy  | Family ,Alan R. Moon
4658,4659,"DAK: The Campaign in North Africa, 1940-1942",1997,,5.714,8.02,182,2,2,,,360,360,16,No necessary in-game text,4.041666666666667,War ,Dean Essig
4659,4660,The LOOP,2020,Legendary Agents team up to fight the Evil Dr. Faux through time.,5.714,8.08,171,1,4,2,2,45,75,12,(no votes),2.7000000000000002,,Maxime Rambourg
4660,4661,Kami-sama,2018,The Kami utilize their powers to gain Favor with humans while in harmony with Nature.,5.714,6.90,327,2,4,4,4,60,90,14,Moderate in-game text - needs crib sheet or paste ups,2.6153846153846154,,AJ Lambeth
4661,4662,WestFront II: The War in Europe 1943-45 – Second Edition,2006,,5.714,7.81,174,2,2,2,2,240,240,12,(no votes),3.4285714285714284,War ,Craig Besinque
4662,4663,Bonnie and Clyde,2009,,5.714,6.25,624,2,4,,,45,45,8,No necessary in-game text,1.6399999999999999,Strategy  | Family ,Mike Fitzgerald
4663,4664,Brotherhood & Unity,2020,The war in Bosnia and Herzegovina from 1992-1995.,5.713,8.24,136,2,3,3,3,120,240,14,Extensive use of text - massive conversion needed to be playable,3,War ,Tomislav Cipcic
4664,4665,Montego Bay,2009,,5.713,6.25,653,2,4,,,45,60,8,No necessary in-game text,1.8275862068965518,Family ,Michael Feldk\u00f6tter
4665,4666,Rise of the Necromancers,2018,,5.713,7.55,245,2,5,4,4,45,120,13,Moderate in-game text - needs crib sheet or paste ups,2.375,,Thorbj\u00f8rn Christensen
4666,4667,Lord of the Fries,1998,Zombie fast food workers must complete oddball orders with the right ingredients.,5.713,5.97,1634,3,8,4,6,45,45,12,No necessary in-game text,1.2905405405405406,Thematic | Family ,James Ernest
4667,4668,Nuklear Winter '68,2012,,5.713,7.43,211,1,3,1,2,60,60,12,Some necessary text - easily memorized or small crib sheet,3.1499999999999999,War ,Petre Tutunea
4668,4669,Risk: 40th Anniversary Collector's Edition,1999,Conquer the world with this deluxe set/collector's dream 40th Anniversary Edition!,5.713,6.36,661,2,6,4,4,120,120,8,Some necessary text - easily memorized or small crib sheet,2.2799999999999998,War ,Albert Lamorisse
4669,4670,Kodachi,2019,,5.713,7.43,199,2,4,3,3,45,45,14,(no votes),1.8999999999999999,,Adam West
4670,4671,Lost Worlds,1983,Face off in individual combat with books unique to each character's capabilities.,5.713,6.53,433,2,2,2,2,10,10,10,Some necessary text - easily memorized or small crib sheet,1.6904761904761905,War  | Thematic,Alfred Leonardi
4671,4672,Kakerlakensuppe,2008,"Carrots, leek, and lies make for a deliciously fiendish broth.",5.713,6.15,802,2,6,6,6,10,20,6,No necessary in-game text,1.1794871794871795,Party ,Jacques Zeimet
4672,4673,Topito,2017,Welcome to the most sensational acrobatic show!,5.713,6.67,398,2,4,4,4,15,15,6,No necessary in-game text,1.1428571428571428,Family ,Marco Teubner
4673,4674,Loot N Run,2016,Grab the loot and make a dash but beware the Guardians - on you in a flash!,5.713,6.47,456,2,6,3,3,15,30,8,No necessary in-game text,1.1000000000000001,,Christian Lemay
4674,4675,Star Trader,1982,,5.713,7.23,280,2,6,5,5,180,180,12,Moderate in-game text - needs crib sheet or paste ups,3.7317073170731709,Strategy ,Nick Karp
4675,4676,The Spanish Civil War 1936-1939,2010,"Brigade-Divisional simulation of the Spanish Civil War, 1936-39.",5.713,7.31,227,1,2,2,2,360,360,0,Extensive use of text - massive conversion needed to be playable,3.1136363636363638,War ,Javier Romero
4676,4677,Cellar des Triplettes 醉佳拍檔,2004,,5.713,6.20,692,3,5,4,4,45,45,10,No necessary in-game text,1.8604651162790697,Strategy  | Family ,Claudia Hely
4677,4678,The Really Nasty Horse Racing Game,1989,"Show your true colours in this competitive game of bluffing, double-crossing and fun!",5.713,6.25,805,2,6,6,6,90,90,12,Some necessary text - easily memorized or small crib sheet,1.6842105263157894,Party ,Simon Knock
4678,4679,Apocrypha Adventure Card Game: Box One – The World,2017,"Rely on your body, mind, soul, and rage to navigate terrors at world’s end.",5.712,6.73,423,1,6,2,4,60,60,12,(no votes),3.7142857142857144,Thematic,Mike Selinker
4679,4680,Airborne Commander,2015,Deck building game centered on making your paratroopers better to achieve victory.,5.712,6.89,287,1,1,1,1,15,30,10,Moderate in-game text - needs crib sheet or paste ups,1.967741935483871,War ,Aaron Lauster
4680,4681,Tonga Bonga,1998,,5.712,6.42,479,3,4,4,4,45,45,10,No necessary in-game text,1.6818181818181819,Family ,Stefan Dorra
4681,4682,Afrika Korps,1964,This AH classic with simple mechanics pits Rommel versus the British 8th Army.,5.712,6.22,958,2,4,2,2,180,180,12,Some necessary text - easily memorized or small crib sheet,2.2761194029850746,War ,Charles S. Roberts
4682,4683,Extrablatt,1991,,5.712,7.01,256,3,4,4,4,90,90,14,No necessary in-game text,2.8999999999999999,Strategy ,Karl-Heinz Schmiel
4683,4684,Ramen Fury,2019,"Collect delicious ingredients for your bowls, then eat your creations for points.",5.712,6.31,701,2,5,3,4,30,30,8,No necessary in-game text,1.2941176470588236,,Forrest-Pruzan Creative
4684,4685,The Mystic Wood,1980,Early dungeon crawler set in a random tiled board of forest clearings.,5.712,6.49,499,2,4,4,4,60,60,12,Some necessary text - easily memorized or small crib sheet,1.4791666666666667,Thematic,Terence Peter Donnelly
4685,4686,Nanuk,2009,,5.712,6.21,671,5,8,,,45,45,0,No necessary in-game text,1.5471698113207548,Party ,Mark Goadrich
4686,4687,ConHex,2002,Connection game where players fight for the right to place the pieces that connect.,5.712,6.84,316,2,2,2,2,30,30,10,No necessary in-game text,2.3571428571428572,Abstract ,Michail Antonow
4687,4688,Don't Turn Your Back,2015,,5.712,6.99,284,2,4,3,4,45,60,13,Some necessary text - easily memorized or small crib sheet,2.3846153846153846,,Eric B. Vogel
4688,4689,La Bataille de Ligny,1991,Serious simulation of the Hundred Days Battle of Ligny: France vs Prussia.,5.711,7.83,189,1,2,2,2,360,1740,12,Moderate in-game text - needs crib sheet or paste ups,3.8636363636363638,War ,Ed Wimble
4689,4690,Canvas Eagles: War in the Skies 1914 - 1918,1999,,5.711,7.74,187,2,20,6,10,45,45,12,Some necessary text - easily memorized or small crib sheet,2.4444444444444446,War ,Phil Hall
4690,4691,Furnace,2021,19th century capitalists manipulate the market and manage their industrial empires.,5.711,7.52,203,2,4,,,30,60,12,No necessary in-game text,2.3333333333333335,,Ivan Lashin
4691,4692,Fire of Eidolon,2017,"Co-operative, diceless, dungeon exploration with a retro videogame flair.",5.711,7.20,266,1,6,3,3,30,45,14,(no votes),1.8181818181818181,,Michael Lipton
4692,4693,Sequoia,2020,Allocate your dice to grow the tallest tree in each region.  Beware the tiebreaker!,5.711,6.88,297,2,5,4,5,10,10,6,(no votes),1.1111111111111112,,Chad DeShon
4693,4694,"Thunder at the Crossroads: The Battle of Gettysburg, July 1-3, 1863",Second Edition,,5.711,7.79,182,2,2,2,2,360,360,12,(no votes),3.4333333333333331,War ,Dean Essig
4694,4695,Iberian Rails,2017,,5.711,6.98,296,2,5,,,70,90,14,No necessary in-game text,3.3333333333333335,,Tony Chen
4695,4696,Om Nom Nom,2013,Try to get the most food without getting eaten yourself.,5.711,6.30,584,1,6,4,4,20,20,8,No necessary in-game text,1.2121212121212122,Family ,Meelis Looveer
4696,4697,DC Comics Deck-Building Game: Confrontations,2017,It’s heroes vs. villains in this team-based edition of the DC deck-building system.,5.710,7.63,193,2,4,2,2,30,30,15,Extensive use of text - massive conversion needed to be playable,1.75,,Matt Hyra
4697,4698,Polynesia,2020,Save your tribe from volcanic eruption and sail routes to inhabit unexplored islands.,5.710,7.23,234,2,4,4,4,60,75,12,Moderate in-game text - needs crib sheet or paste ups,2.3529411764705883,,Peer Sylvester
4698,4699,A Fistful of Penguins,2011,Roll dice to gather the best animals for your zoo.,5.710,6.05,1001,1,6,3,4,15,15,8,No necessary in-game text,1.3417721518987342,Family ,Jonathan Franklin
4699,4700,Zombie Plague,2001,"Flee, fight, find the car keys and try to survive the zombie apocalypse.",5.710,6.68,453,2,6,5,5,60,60,10,Some necessary text - easily memorized or small crib sheet,1.8125,Thematic,Skott Kilander
4700,4701,Pictionary,1985,"Guess what you team is drawing so you can Win, Lose, or Draw.",5.710,5.83,6986,3,16,6,6,90,90,12,Extensive use of text - massive conversion needed to be playable,1.2374727668845316,Party ,Rob Angel
4701,4702,Yeti,2016,Roll your dice to be the first to capture the proof of Yeti's existence!,5.710,6.32,576,2,5,3,3,20,40,8,No necessary in-game text,1.55,Family ,Benjamin Schwer
4702,4703,Minerals,2019,Harvest minerals and create collections.,5.710,7.32,244,2,5,,,30,45,8,Some necessary text - easily memorized or small crib sheet,1.9090909090909092,,Magdalena \u015aliwi\u0144ska
4703,4704,Dicetopia,2018,Unleash your agents to exploit and control the corrupt city of Dicetopia.,5.710,6.62,409,2,4,3,3,20,30,14,Moderate in-game text - needs crib sheet or paste ups,1.8333333333333333,Strategy ,Tobias Hall
4704,4705,Kharnage,2016,,5.710,6.36,668,2,4,4,4,20,30,7,No necessary in-game text,1.9655172413793103,,Yann and Clem
4705,4706,Visitor in Blackwood Grove,2018,Figure out an alien's cryptic forcefield to save it - or capture it!,5.710,6.28,621,3,6,4,4,5,15,8,Some necessary text - easily memorized or small crib sheet,1.4285714285714286,,Mary Flanagan
4706,4707,Kodama Duo,2018,Place your cards right to grow the perfect tree for your Kodama.,5.710,6.91,294,2,0,,,30,30,14,Moderate in-game text - needs crib sheet or paste ups,1.875,,Nick Little (I)
4707,4708,SpyNet,2017,,5.710,6.89,311,2,4,2,2,30,45,10,Moderate in-game text - needs crib sheet or paste ups,2,,Richard Garfield
